Claim,Evidence,Original Evidence,label
We should ban alcoholic beverages,"'It has been shown that the relative risk of pancreatic cancer is increasing with the intake of fat and alcohol, alcohol may not be directly involved in the etiology of pancreatic cancer: its effect could be due to the content of certain alcoholic drinks.' [Reference].","'It was shown that the relative risk of cancer of the pancreas increases with fat and alcohol intakes, .. Alcohol may be not directly involved in the aetiology of cancer of the pancreas: its effect could be due to the contents of some alcoholic beverages.'[REF] .",1
We should abolish the monarchy,"Some political scientists defend the idea of an 'interventionist monarch' as a check against a possible illegal action by politicians","some political scientists champion the idea of an 'interventionist monarch' as a check against possible illegal action by politicians",1
We should further exploit nuclear power,"The Secretary in the United States of Energy, Steven CHU, told Congress that the Obama administration intended to hold the course on the subscription of new nuclear power plants. 'The residents of the United States, American territories, are not in danger,' said CHU on a Fox News Sunday program. 'It is unlikely that they will be exposed to danger.' [Ref] As the presentation of the LArpa-E innovation Summit 2011 link, he launched the nuclear problem and pleaded for a 'more measured longer approach'. He highlighted the lithium-ion batteries, high-speed rail, computerized design for rationalization of long-haul trucks, carbon capture and other technologies, stressing that Europe and China can exceed the United States in clean energy and robotic manufacturing","U.S. Energy Secretary Steven Chu told Congress that the Obama administration intends to hold the course on underwriting new nuclear power plants. 'The people in the United States, U.S. territories, are in no danger', Chu said during a Fox News Sunday broadcast. 'It's unlikely they will be exposed to danger.'[REF] As the ARPA-E Energy Innovation Summit 2011 Keynote Presentation, he skirted the nuclear issue and argued for a 'longer term more measured approach'. He emphasized lithium-ion batteries, high-speed rail, computerized design for streamlining long-haul trucks, carbon capture and other technologies, emphasizing that Europe and China may be surpassing the USA in clean energy and roboticized manufacturing",1
We should further exploit solar energy,"In July 2015, the BAKER administration announced that it would file legislation to increase net measurement ceilings on solar energy, those responsible declaring that 'the administration is impatiently awaiting legislation which is based on the success and continuous growth of the Solar Industry of Massachusetts while guaranteeing a long -term sustainable solar program which facilitates growth, regeneration of industry.","In July 2015, the Baker Administration announced that it would file legislation to raise net metering caps on solar energy, with officials stating that 'The administration looks forward to filing legislation that builds upon the success and continued growth of Massachusetts' solar industry while ensuring a long-term, sustainable solar program that facilitates industry growth, minimizes ratepayer impact and achieves our goal of 1,600 megawatts by 2020' [REF].",1
We should ban the sale of violent video games to minors,"When judge John Lohn ruled that Lynch would be judged as an adult, Thompson transmitted a message from the father of Mishne to the judge, saying that 'the lawyers would do better to speak to the jury of the violent video game who led this child [and] showed him how to kill our daughter, Jolynn.","When Judge John Lohn ruled that Lynch would be tried as an adult, Thompson passed a message from Mishne's father to the judge, asserting that 'the attorneys had better tell the jury about the violent video game that trained this kid [and] showed him how to kill our daughter, JoLynn.",1
We should prohibit flag burning,"Judge White did not go so far as to say that the flag burns is not protected by the Constitution; Rather, he wrote that 'without the benefit of majority thought if it were to find a burning flag protected by the first amendment, I would maintain such a condemnation.'","Judge White did not go so far as to say that flag-burning is not constitutionally protected; rather, he wrote that 'without the benefit of the majority's thinking if it were to find flag burning protected by the First Amendment, I would sustain such a conviction.'",1
We should limit the right of self-defense,"With regard to military space policy, the Carter space policy has declared, without many specifications in the non-classified version, that 'the United States will pursue activities in space to support its law of self-defense'. [Ref].","With regard to military space policy, the Carter space policy stated, without much specification in the unclassified version, that 'The United States will pursue Activities in space in support of its right of self-defense.'[REF] .",1
We should legalize cannabis,"The State Board of Equationdalization estimated that the taxation of an ounce on cannabis sales could generate $ 1.4 billion per year of new tax revenue, thus generating a large amount of income at a time when the State underwent financial pressure [ref]. This estimate comes from the analysis of the BOE in 2009 on the Californian assembly bill 390 on the basis of a 2006 report entitled 'Marijuana production in the United States'. These statistics were based on production estimates derived from marijuana eradication efforts from 2003 to 2005 [Ref","The State Board of Equalization estimated that imposing a $50 per ounce levy on cannabis sales could generate $1.4 billion a year in new tax revenue, thus generating a large amount of revenue at a time when the state was experiencing financial pressure [REF]. This estimate came from the BOE's 2009 analysis of California Assembly Bill 390 based on a 2006 report entitled 'Marijuana Production in the United States.' These statistics were based on production estimates derived from marijuana eradication efforts from 2003 to 2005 [REF",1
We should prohibit corporal punishment,"As early as 1985, the New York Times said that 'most daycare experts today disappear physical punishment'. [Ref].","As early as 1985 The New York Times stated that 'most child-care experts today disapprove of physical punishment.'[REF] .",1
We should further exploit green technology,"Lester Brown has argued that 'a world faced with the prospect of an economically disturbing climate change can no longer justify subsidies to extend the combustion of coal and oil. Passing these subsidies to the development of climate energy sources such as wind, solar, biomass and geothermal power is the key to stabilizing the climate of the earth'.","Lester Brown has argued that 'a world facing the prospect of economically disruptive climate change can no longer justify subsidies to expand the burning of coal and oil. Shifting these subsidies to the development of climate-benign energy sources such as wind, solar, biomass, and geothermal power is the key to stabilizing the earth's climate.'[REF",1
Racial stratification continues to occur,"Thomas Shapiro, professor of law and social policy at the University of Brandeis, supports: 'The gap of wealth is not only a story of merit and success, it is also a history of the historical heritage of the race in the United States.' [Ref","Thomas Shapiro, professor of law and social policy at Brandeis University argues, The wealth gap is not just a story of merit and achievement, its also a story of the historical legacy of race in the United States.[REF",1
We should abolish intellectual property rights,"2.2: Recognize that indigenous peoples also have the right to create new knowledge based on cultural tradition '2.3: Accept that the cultural and intellectual property rights of Aboriginal peoples are invested with those who created them. [Ref].","2.2: Recognise that Indigenous peoples also have the right to create new knowledge based on cultural tradition' 2.3: Accept that the cultural and intellectual property rights of Indigenous peoples are vested with those who created them.[REF] .",1
We should further exploit nuclear power,"In 'Nuclear Power: Climate Fix Or Folly', published in 2010, Lovins argued that extended nuclear energy '.","In 'Nuclear Power: Climate Fix or Folly,' published in 2010, Lovins argued that expanded nuclear power '..does not represent a cost-effective solution to global warming and that investors would shun it were it not for generous government subsidies lubricated by intensive lobbying efforts.'[REF",1
We should subsidize biofuels,"A report commissioned by the United Nations, on the basis of a detailed review of research published until mid-2009 as well as the contribution of independent experts in the world, revealed that the ethanol of sugar cane as it is produced in Brazil 'in certain circumstances, does better than' zero emission '. If it is cultivated and treated correctly, it has a negative program, drawing CO2 from the atmosphere, Rather than adding to add it, it has a negative emission, by pulling CO2 out of the atmosphere, rather than adding to add it, adding, it has a negative emission, pulling CO2 out of the atmosphere, rather than adding it, it has the addition of the administration, to add it correctly,","A report commissioned by the United Nations, based on a detailed review of published research up to mid-2009 as well as the input of independent experts world-wide, found that ethanol from sugar cane as produced in Brazil 'in some circumstances does better than just 'zero emission'. If grown and processed correctly, it has negative emission, pulling CO2 out of the atmosphere, rather than adding it",1
We should legalize polygamy,"In 2001, the great Mufti (the highest religious authority) published a fatwa, or opinion, calling on Saudi women to accept polygamy in the Islamic package and to declare that polygamy was necessary 'to fight against ... the growing epidemic of single' [ref].","In 2001, the Grand Mufti (the highest religious authority) issued a fatwa, or opinion, calling upon Saudi women to accept polygamy as part of the Islamic package and declaring that polygamy was necessary 'to fight against..the growing epidemic of spinsterhood' [REF].",1
We should increase gun control,"Tardiff was acclaimed as a candidate of the reform party in Provencher in the 1997 federal elections and obtained 12,798 votes (35.08%) for a second place against the Liberal holder David Iftody [REF]. He carried out a campaign 'traditional family values' centered on the support of the heterosexual family unit, and also reiterated his opposition to the control of firearms [Ref].","Tardiff was acclaimed as the Reform Party's candidate for Provencher in the 1997 federal election, and received 12,798 votes (35.08%) for a second-place finish against Liberal incumbent David Iftody [REF]. He ran a 'traditional family values' campaign centered on support for the heterosexual family unit, and also reiterated his opposition to gun control [REF].",1
We should abolish intellectual property rights,"In May 2007, Lucasarts announced his fracture and declared that 'the new intellectual properties served a vital role for the growth of Lucasarts'.","In May 2007, LucasArts announced Fracture and stated that 'new intellectual properties serve a vital role to the growth of LucasArts'.",1
We should end international aid,"Economist Kenyan James Shikwati says in an interview with Der Spiegel: 'Aid to Africa does more harm than good'","Kenyan economist James Shikwati says in an interview with Der Spiegel: 'aid to Africa does more harm than good' ",1
We should increase immigration to the United States,"The club had previously addressed the issue of 'mass immigration', [REF] and in 1988, the organization's committee of the organization and the conservation coordination committee declared that immigration to the United States should be limited, in order to reach the stabilization of the population [REF].","The Club had previously addressed the issue of 'mass immigration',[REF] and in 1988, the organization's Population Committee and Conservation Coordinating Committee stated that immigration to the U.S. should be limited, so as to achieve population stabilization [REF].",1
religions can be harmful,"According to Mikhail Bakunin, 'the idea of God implies the abdication of human reason and justice; it is the most decisive negation of human freedom, and necessarily ends with the slavery of humanity, in theory and in practice","According to Mikhail Bakunin, 'the idea of God implies the abdication of human reason and justice; it is the most decisive negation of human liberty, and necessarily ends in the enslavement of mankind, in theory and practice",1
We should introduce school vouchers,"A version published by a transcription of this discourse entitled 'Why good schoolchildren can help children in the city center' is available online [ref] and in this brief web page, Schmoke explains why he thinks that [this] school choice and good will improve the quality of public education for young people in America, in particular minority children in the city center. '.'. '.'.","An edited version of a transcript of that speech entitled 'Why School Vouchers Can Help Inner-City Children' is available online[REF] and in that brief web page, Schmoke explains why he believes [that] school choice and vouchers will improve the quality of public education for America's youth, particularly inner-city minority children.' .",1
We should ban racial profiling,"In response to the Arizona SB 1070, the SSF asked the Governor of Arizona Jan Brewer to strengthen the law, declaring: 'SSF believes that the law of Arizona SB1070 is a form of racial profiling and discrimination because the agents will probably lead to remuneration, phenotypes, languages and accents to make judgments that will lead to innocery seizure and other sociologists.","In response to Arizona SB 1070, SSF petitioned Arizona Governor Jan Brewer to roll back the law, stating: 'SSF believes that Arizona Law SB1070 is a form of racial profiling and discrimination because officers will likely rely on appearance, phenotypes, language and accents to make judgments that will lead to the unnecessary harassment or detention of US citizens and residents, including SSF members and other Sociologists.'",1
We should legalize same sex marriage,"Gallagher compared the victory of the struggle to prohibit homosexual marriage with the fall of communism and considers that if homosexual marriage is made legal, it means 'losing American civilization'. [Ref]","Gallagher has compared winning the fight to ban same-sex marriage with the fall of communism and believes that if same-sex marriage is made legal, it will mean 'losing American civilization.'[REF] ",1
We should adopt a zero-tolerance policy in schools,"The American Psychological Association concluded that the evidence available does not support the use of zero tolerance policies such as defined and implemented, that it is clear to modify such policies, and that policies create a certain number of involuntary negative consequences, [ref] [ref], including 'less safe' schools [ref].","The American Psychological Association concluded that the available evidence does not support the use of zero tolerance policies as defined and implemented, that there is a clear need to modify such policies, and that the policies create a number of unintended negative consequences,[REF][REF] including making schools 'less safe' [REF].",1
We should introduce a flat tax,"Scorsone supported abortion rights, described a stable tax as 'too regressive', and favored national educational tests and standards [REF].","Scorsone supported abortion rights, called a flat tax 'too regressive', and favored national educational testing and standards [REF].",1
The use of AI should be abandoned,"The Council of State provides that 'AI technology requests will have become a new way of improving people's livelihoods'.","The State Council foresees that by this time 'AI technology applications will have become a new way to improve people's livelihoods.'",1
Atheism has been criticized as a faith in itself,"Michael Novak, in revision of the books of Sam Harris, Daniel C. Dennett and Richard Dawkins in National Review, writes that 'the three claim that the atheists' question 'and' submit to implacable, almost tedious self-criticism '. However, in these books, there is no evidence that their authors have already had doubts about their own atheism. '[Ref","Michael Novak, reviewing books by Sam Harris, Daniel C. Dennett and Richard Dawkins in National Review, writes that 'all three pretend that atheists 'question everything' and 'submit to relentless, almost tedious, self-criticism.' Yet in these books there is not a shred of evidence that their authors have ever had any doubts whatever about the rightness of their own atheism.'[REF",1
We should prohibit corporal punishment,"According to the researchers, the results 'provide evidence that the hard penalty independent of children's abuse is linked to mental disorders' [ref].","According to the researchers, the findings 'provide evidence that harsh physical punishment independent of child maltreatment is related to mental disorders' [REF].",1
We should legalize polygamy,"The current approach of the Church is to underline its historical abhorrence of polygamy of polygamy, that the members of the Church and leadership are open to continue their 'continuous quest for truth', and that 'the community of Christ takes into account the growing body of research and learned publications representing the polygamous teachings and the practices of the Nauvoo period of the history of the Church (1840-1846).","The church's current approach is to stress its historical abhorrence of polygamy, that members of the church and the leadership are open to continue their 'ongoing quest for truth', and that 'the Community of Christ takes into account the growing body of scholarly research and publications depicting the polygamous teachings and practices of the Nauvoo period of church history (1840-1846)'.",1
We should prohibit hydraulic fracturing,"While the analysis suggested that the increase is 'almost certainly artificial', the United States Geological Survey (USGS) noted: 'USGS studies suggest that the real hydraulic fracturing process is only very rarely the direct cause of felt earth trends.'","While analysis suggested that the increase is 'almost certainly man-made', the United States Geological Survey (USGS) noted: 'USGS's studies suggest that the actual hydraulic fracturing process is only very rarely the direct cause of felt earthquakes.'",1
We should legalize prostitution,"Alcohol, game and prostitution were omnipresent, supported in Seattle by one of the founders of the city, David Swinson 'Doc' Maynard, who thought that well -managed prostitution could be part of the economy.","Liquor, gambling, and prostitution were ubiquitous, supported in Seattle by one of the city's founders, David Swinson 'Doc' Maynard, who believed that well-run prostitution could be a functional part of the economy.",1
Big governments should be abandoned,"During his announcement speech, Paul commented that 'the great government fled with our freedom and our money, and the Republicans are as much to blame as the Democrats'.","During his announcement speech, Paul commented that 'Big government is running away with our freedom and our money, and the Republicans are just as much to blame as the Democrats.'",1
We should subsidize higher education,"The United Nations International Alliance on Economic, Social and Cultural Rights of 1966 declares, in article 13, that 'higher education must also be accessible to all, on the basis of capacity, by all appropriate means, and in particular by the progressive introduction of free education","The UN International Covenant on Economic, Social and Cultural Rights of 1966 declares, in Article 13, that 'higher education shall be made equally accessible to all, on the basis of capacity, by every appropriate means, and in particular by the progressive introduction of free education",1
We should ban abortions,"After having examined the Christian opposition in abortion, Immanuel Jakobovits written in Jewish medical ethics: 'In Jewish law, the right to destroy a human fruit before birth is entirely not linked to theological considerations. Neither the question of the entry of the soul before birth nor the claim of salvation after death have practical relief on the subject.'","After favorably reviewing Christian opposition to abortion, Immanuel Jakobovits writes in Jewish Medical Ethics: 'In Jewish law, the right to destroy a human fruit before birth is entirely unrelated to theological considerations. Neither the question of the entry of the soul before birth nor the claim to salvation after death have any practical bearing on the subject.'",1
Physical education should be mandatory,"Positive eugenics, promoted by Ikeda Shigenori, refers to 'improving the circumstances of sexual reproduction and thus incorporates the progress of sanitation, nutrition and physical education in strategies to shape the reproductive choices and the decisions of individuals and families' [ref] [ref] negative eugenics, through its induced abriment [ref].","Positive eugenism, promoted by Ikeda Shigenori, refers to 'the improvement of circumstances of sexual reproduction and thus incorporates advances in sanitation, nutrition and physical education into strategies to shape the reproductive choices and decisions of individual and families'[REF] Negative Eugenism, promoted by Hisomu Nagai, 'involves the prevention of sexual reproduction, through induced abortion or sterilization among people deemed unfit' [REF].",1
religion is a positive civilizing influence on society,"A recent systematic review of 850 research articles on the subject concluded that 'the majority of well-conducted studies have revealed that higher levels of religious involvement are positively associated with indicators of psychological well-being (life satisfaction, happiness, positive and moral effect) and less depression, thoughts and suicidal behaviors, consumption / alcohol consumption.' [Ref.","a recent systematic review of 850 research papers on the topic concluded that 'the majority of well-conducted studies found that higher levels of religious involvement are positively associated with indicators of psychological well-being (life satisfaction, happiness, positive affect, and higher morale) and with less depression, suicidal thoughts and behavior, drug/alcohol use/abuse.'[REF",1
Health risks can be produced by long-term use or excessive doses of anabolic steroids,"A 2006 study of two pairs of identical twins, in which a twin used anabolic steroids and the other did not do so, noted that in both cases, the twin using steroids had high levels of aggressiveness, hostility, anxiety and paranoid ideas not found in the 'Control' twin [Ref.","A 2006 study of two pairs of identical twins, in which one twin used anabolic steroids and the other did not, found that in both cases the steroid-using twin exhibited high levels of aggressiveness, hostility, anxiety, and paranoid ideation not found in the 'control' twin [REF",1
We should ban private education,"Paul is an supporter of the school's choice, claiming that private, parish and home schools provide healthy counterweight to 'monopoly control almost on the indoctrination of young people' [ref] of public schools, which he considers as 'socialist'; [Ref. And he notes that the founders of the nation themselves were widely educated at home or trained in schools.","Paul is a proponent of school choice, saying that private, parochial, and home schools provide a healthy counterweight to 'the near monopoly control over indoctrination of young people'[REF] of the public schools, which he considers 'socialist';[REF] and he notes that the nation's Founders themselves were largely home-schooled or taught in church-associated schools.",1
We should subsidize electric cars,"The Greens want to create an incitement and research program on the market of 500 million euros per year to ensure that in 2020, there are at least two million electric cars on German roads.",The Greens want to create a market incentive and research program of 500 million annually to ensure that by 2020 there are at least two million electric cars on German roads.,1
We should further exploit nuclear power,"In October 2010, Michael Mariotte, executive director of the nuclear information and resources anti-nuclear group, predicted that the American nuclear industry would not know a nuclear rebirth, for the simplest reasons: 'nuclear reactors have no economic sense'","In October 2010, Michael Mariotte, executive director of the Nuclear Information and Resource Service anti-nuclear group, predicted that the U.S. nuclear industry will not experience a nuclear renaissance, for the most simple of reasons: 'nuclear reactors make no economic sense'",1
We should legalize prostitution,"When the Dutch government legalized prostitution in 2000, it was a question of protecting women by giving them work permits, but the authorities now fear that this company will be out of control: 'We have realized that this no longer concerns women in trafficking, drugs, tumors and other criminal activities'","When the Dutch government legalized prostitution in 2000, it was to protect the women by giving them work permits, but authorities now fear that this business is out of control: 'We've realized this is no longer about small-scale entrepreneurs, but that big crime organizations are involved here in trafficking women, drugs, killings and other criminal activities', said Job Cohen, the former mayor of Amsterdam [REF",1
We should abandon social media,"Later in 2013, Forbes Katheryn Thayer noted that, although the reservation of good concert halls and radio stations has once propelled artists to glory, the activity of social media had become 'undoubtedly important' [ref].","Later in 2013, Forbes Katheryn Thayer noted that, though booking the right concert venues and radio and television stations once propelled artists to fame, social media activity had become 'unquestionably important' [REF].",1
We should cancel the Social Security tax,"The economist Alice M. Rivlin summed up the main reform proposals in January 2009: 'Social security fixation is a relatively easy technical problem. It will take a certain combination of several very arranged marginal changes: increase the course on remuneration in the future (then index to the length), increase the cap on payroll pay, adjust the cost of living and modify the indexes of the indexation so that they Develop more slowly. given the collapse of market values, no one is serious to divert existing income on private accounts, so the possibility of creating a compromise is much greater than a few years ago.","Economist Alice M. Rivlin summarized major reform proposals in January 2009: 'Fixing Social Security is a relatively easy technical problem. It will take some combination of several much-discussed marginal changes: raising the retirement age gradually in the future (and then indexing it to longevity), raising the cap on the payroll tax, fixing the cost of living adjustment, and modifying the indexing of initial benefits so they grow more slowly for more affluent people. In view of the collapse of market values, no one is likely to argue seriously for diverting existing revenues to private accounts, so the opportunity to craft a compromise is much greater than it was a few years ago. Fixing Social Security would be a confidence building achievement for bi-partisan cooperation and would enhance our reputation for fiscal prudence.'[REF",1
We should abolish the three-strikes laws,"The party argues that the national police should be considerably strengthened and, with Fidesz, supports the introduction of a 'law on three strokes' [ref].","The party argues that the national police should be greatly strengthened and, along with the Fidesz, supports introducing a 'three strikes law' [REF].",1
redistributive policies that have an adverse effect on investment and economic growth,The recent stories of Western Europe suggest that the distribution of flat income accompanies stable economic growth,Western Europes recent history suggests that flat income distribution accompanies flat economic growth,1
We should further exploit nuclear power,"In 2011, Benjamin K. Sovacool said: 'The question of nuclear waste, although often ignored in industry press releases and sponsored reports, is the proverbial elephant of the room to stop a nuclear renaissance' [Ref","In 2011, Benjamin K. Sovacool said: 'The nuclear waste issue, although often ignored in industry press releases and sponsored reports, is the proverbial elephant in the room stopping a nuclear renaissance' [REF",1
We should cancel the Social Security tax,"The United States Court of Appeal for the seventh circuit has indicated that the Social Security Act has a moral objective and should be interpreted generously in favor of applicants when it decides what counted as covered wages for the satisfaction of the coverage to make a worker eligible for advantages [ref]. This court also declared: '. [L] the regulations should be applied generously in favor of beneficiaries' when they decide a case in favor of a criminal who had his payments of disability terminated retroactively during the imprisonment [ref]. According to the court, that the Social Security Act 'should be interpreted generously in favor of those who request its advantages cannot be doubted'.","The United States Court of Appeals for the Seventh Circuit has indicated that the Social Security Act has a moral purpose and should be liberally interpreted in favor of claimants when deciding what counted as covered wages for purposes of meeting the quarters of coverage requirement to make a worker eligible for benefits [REF]. That court has also stated: '. . [T]he regulations should be liberally applied in favor of beneficiaries' when deciding a case in favor of a felon who had his disability payments retroactively terminated upon incarceration [REF]. According to the court, that the Social Security Act 'should be liberally construed in favor of those seeking its benefits can not be doubted.'[REF] 'The hope behind this statute is to save men and women from the rigors of the poor house as well as from the haunting fear that such a lot awaits them when journey's end is near.'[REF",1
We should ban gambling,"Stern said that '[the prohibition] of the game is absolute, and in my opinion, it is too absolute, too severe and was not particularly well -being well -well over the years'.","Stern stated that '[the] ban on gambling is absolute, and in my view it is too absolute, too harsh and was not particularly well-enforced over the years'.",1
We should disband the United Nations,"In an article on the participation of the United States in the UN, Bolton said that 'the United Nations can be a useful instrument in the conduct of American foreign policy'. [Ref].","In a paper on U.S. participation in the UN, Bolton stated 'the United Nations can be a useful instrument in the conduct of American foreign policy.'[REF] .",1
existence must be due to an agent cause,"Plato posed a basic argument in the laws (Book X), in which he argued that the motion in the world and the cosmos was 'transmitted' which required a kind of 'auto-origin movement' to set it in motion and to maintain this request [Ref","Plato posited a basic argument in The Laws (Book X), in which he argued that motion in the world and the Cosmos was 'imparted motion' that required some kind of 'self-originated motion' to set it in motion and to maintain that motion [REF",1
We should ban alcoholic beverages,"A study on elderly women from Iowa revealed that alcohol reduced the risk of NHL and the amount of alcohol consumed, rather than the type of alcoholic drinks seemed to be the main determinant of risk reduction. '[Ref","A study of older women in Iowa found alcohol to reduce the risk of NHL and the amount of alcohol consumed, rather than the type of alcoholic beverages, appeared to be the main determinant in reducing risk.'[REF",1
We should abolish marriage,"Sheila Cronan said that freedom for women 'cannot be won without the abolition of marriage'. [Ref]","Sheila Cronan claimed that the freedom for women 'cannot be won without the abolition of marriage.'[REF]",1
We should subsidize biofuels,"In February 2010, Lapola estimated that the expected expansion of Brazilian sugar cane and soybellitical biofuel plantations until 2020 would replace the routes, with a small direct impact on the use of land on carbon emissions [REF]. However, the expansion of the course border in Amazonian forests, led by livestock farming, would indirectly compensate for economies [ref]. 'Sugar cane ethanol and soy biodiesel each contribute to almost half of the planned indirect deforestation of 121,970 km2 by 2020, creating a carbon debt which would take around 250 years to be reimbursed ...'","In February 2010, Lapola estimated that planned expansion of Brazilian sugarcane and soybean biofuel plantations through 2020 would replace rangeland, with small direct land-use impact on carbon emissions [REF]. However, the expansion of the rangeland frontier into Amazonian forests, driven by cattle ranching, would indirectly offset the savings [REF]. 'Sugarcane ethanol and soybean biodiesel each contribute to nearly half of the projected indirect deforestation of 121,970 km2 by 2020, creating a carbon debt that would take about 250 years to be repaid...'[REF",1
We should ban organic food,"A systematic review of 2007 revealed that 'most studies on lymphoma and non -Hodgkin's leukemia showed positive associations with exposure to pesticides","A 2007 systematic review found that 'most studies on non-Hodgkin lymphoma and leukemia showed positive associations with pesticide exposure",1
The free market should be protected,"So, the really important thing about the Chilean company is that free markets have come to provoke a free company. '[Ref]","So the really important thing about the Chilean business is that free markets did work their way in bringing about a free society.'[REF]",1
We should further exploit nuclear power,"Scientific concerns about the harmful effects on health resulting from atmospheric nuclear weapons tests emerged for the first time in 1954 [REF]. Professional associations such as the Federation of Atomic Scientists and the Pugwash Conference on Global Sciences and Affairs have been involved [ref]. The national committee for a healthy nuclear policy was created in November 1957 and surveys showed an increase in public discomfort in terms of the nuclear weapons race, in particular atmospheric nuclear weapons tests that have sent radioactive benefits to the world [REF]. In 1962, Linus Pauling won the Nobel Peace Prize for his work to stop atmospheric nuclear weapons tests, and the 'Ban The Bomb' movement spread through the United States [Ref","Scientific concern about the adverse health effects arising from atmospheric nuclear weapons testing first emerged in 1954 [REF]. Professional associations such as the Federation of Atomic Scientists and the Pugwash Conference on Science and World Affairs were involved [REF]. The National Committee for a Sane Nuclear Policy was formed in November 1957, and surveys showed rising public uneasiness about the nuclear arms race-especially atmospheric nuclear weapons tests that sent radioactive fallout around the globe [REF]. In 1962, Linus Pauling won the Nobel Peace Prize for his work to stop the atmospheric testing of nuclear weapons, and the 'Ban the Bomb' movement spread throughout the United States [REF",1
We should introduce universal health care,"Wyden argued that 'the law on healthy Americans would guarantee all universal, affordable, complete, portable and private private, private and private health covers that the members of the congress today.","Wyden argued that 'The Healthy Americans Act would guarantee every American universal, affordable, comprehensive, portable, high-quality, private health coverage that is as good or better than Members of Congress have today.",1
inequality is harmful for economic development,"In his 1985 book, regularly economic cycles: money, inflation, regulation and depressions, Ravi Batra maintains that an increasing concentration of wealth, measured as the 'share of wealth held by the richest 1%', is linked to the defaults and depressions of banks. In Table 1 on page 127, there are data for this measure for the years 1810-1969, showing an increase in this measure before the stock market crash of 1929. '.. As the concentration of wealth increases, the number of banks with relatively fragile loans also increases. The higher the concentration, the more the number of potential banking failures is high.' Batra predicted that the same would happen if the 1% share increased again","In his 1985 book Regular Economic Cycles: Money, Inflation, Regulation and Depressions, Ravi Batra argues that a growing concentration of wealth, measured as the 'share of wealth held by the richest 1 percent', is linked to bank failures and depressions. In Table 1 on page 127, there is data for this measure for the years 1810-1969, showing a rise in this measure prior to the 1929 stock market crash. '..as the concentration of wealth rises, the number of banks with relatively shaky loans also rises. And the higher the concentration, the greater is the number of potential bank failures.' Batra predicted the same would happen if the 1% share rose again",1
We should ban male infant circumcision,"A meta-analysis of data from fifteen studies of observation of men who have sex with men have found 'insufficient evidence that male circumcision protects against HIV infection or other STIs' [Ref]","A meta-analysis of data from fifteen observational studies of men who have sex with men found 'insufficient evidence that male circumcision protects against HIV infection or other STIs' [REF]",1
We should ban homeopathy,"The authors concluded that 'the results of the randomized trials available suggest that individual homeopathy has an effect on placebo.","The authors concluded that 'the results of the available randomized trials suggest that individualized homeopathy has an effect over placebo.",1
We should subsidize biofuels,"In April 2008, Jean Ziegler, at the time, special rapporteur of the United Nations on the right to food, repeated his assertion that biofuels were a 'crime against humanity', [ref] [reference] echoing his call in October 2007","On April 2008, Jean Ziegler, back then United Nations Special Rapporteur on the Right to Food, repeated his claim that biofuels were a 'crime against humanity',[REF][REF] echoing his October 2007 call for a 5-year ban for the conversion of land for the production of biofuels [REF",1
Homeschooling should be banned,Status: Legal It follows from  76 in the Danish Constitution that home teaching is legal [ref].,Status: Legal It follows from  76 in the Danish constitution that homeschooling is legal [REF].,1
Race-conscious affirmative action remains necessary to address race-based obstacles,"A study conducted at the University of Chicago in 2003 revealed that people with names of 'black survey' such as Lakisha and Jamal are 50% less likely to be questioned for a job compared to people with names of 'white poll' like Emily or Greg [Ref [Ref [Ref [Ref [Ref [Ref [Ref [Ref [Ref","A study conducted at the University of Chicago in 2003 found that people with 'black-sounding' names such as Lakisha and Jamal are 50 percent less likely to be interviewed for a job compared to people with 'white-sounding' names such as Emily or Greg [REF",1
We should cancel the Social Security tax,"The conservative economist of the Nobel Nobel Nobel Prize winner Gary S. Becker, currently a graduate professor of the University of Chicago, wrote in an article of February 15, 2005 according to which 'privatization] reduces [s] the role of the government in determining ages and income from retirement, and improves [the improvement of government accounts for income and expenditure and expenditure obligations expenses and expenses","Conservative Nobel Prize-winning economist Gary S. Becker, currently a graduate professor at the University of Chicago, wrote in a February 15, 2005 article that '[privatization] reduce[s] the role of government in determining retirement ages and incomes, and improve[s] government accounting of revenues and spending obligations",1
We should abandon social media,"[Ref] In addition, opponents of social media as a public utility argue that those who recommend the regulation of social media websites such as Google 'fail to give adequate weight to changes that are constantly occurring in the research sector, the ways in which competitors benefit from Google investments, negative effects of forcing innovation to reveal its research algorithms and research algorithms and research algorithms and research algorithms and Innovation regulation regulations. ' [Ref]","[REF] Additionally, opponents to social media as a public utility argue that those who advocate regulation of social media websites such as Google 'fail to give adequate weight to the changes that constantly occur in the search business, the ways that rivals benefit from Google's investments, the negative impacts of forcing Google to reveal its search algorithms, and regulation's stifling effect on innovation.'[REF]",1
We should adopt direct democracy,"James Madison criticized direct democracy (which he described as 'democracy') in the federalist n  10, arguing that representative democracy - that he described by using the term 'Republic' - is a preferable form of government, saying: '.. Democracies have never been shows of turbulence and contents; have never been incompatible with their violation or the rights of the property; Lives that have been generally, and have been generally, and were generally in their lives as violations or property rights; lives or property rights; death.'","James Madison critiqued direct democracy (which he referred to simply as 'democracy') in Federalist No. 10, arguing that representative democracy-which he described using the term 'republic'-is a preferable form of government, saying: '.. democracies have ever been spectacles of turbulence and contention; have ever been found incompatible with personal security or the rights of property; and have in general been as short in their lives as they have been violent in their deaths.'",1
