Claim,Evidence,Original Evidence,label
We should legalize cannabis,"Drug Free Australia maintains that the distinctions between 'sweet' and 'hard' drugs are entirely artificial, and that 'sweet' or recreational 'cannabis does not reduce significant damage to these substances [ref].","Drug Free Australia argues that distinctions between 'soft' and 'hard' drugs are entirely artificial, and titling cannabis 'soft' or ecstasy 'recreational' does not lessen the extensive harms of these substances [REF].",1
We should ban homeopathy,"For clinical reasons, patients who choose to use homeopathy preferably to normal medicine may miss a timely diagnosis and effective treatment, thus aggravating the results of serious conditions [ref].","On clinical grounds, patients who choose to use homeopathy in preference to normal medicine risk missing timely diagnosis and effective treatment, thereby worsening the outcomes of serious conditions [REF].",1
We should ban whaling,"Oran Young and eight other researchers noted on the ground say that 'the changes in current arrangements [IWC] are inevitable' and that 'the murder of whales for human consumption will continue, that whalers operate in a rebuilt international swinging regime, opt to join alternative arrangements like Nammco, or seek to establish a hybrid system' [Ref.","Oran Young and eight other noted scholars in the field assert that 'changes in the current [IWC] arrangements are inevitable' and that 'the killing of whales for human consumption will continue, whether whalers operate within a reconstructed international whaling regime, opt to join alternative arrangements like NAMMCO, or seek to establish a hybrid system' [REF",1
We should subsidize recycling,The American environmental protection agency found that recycling causes 35% less water pollution and 74% at air pollution less than making virgin paper [ref].,The United States Environmental Protection Agency has found that recycling causes 35% less water pollution and 74% less air pollution than making virgin paper [REF].,1
exposure to violent video games causes both short term and long term aggression in players and decreases empathy and prosocial behavior,"In May 2010, the French player Julien Barreaux located and stabbed another player who had stabbed bars on the counter-premium of the game. The judge of his trial called him 'a threat to the company'. [Ref","In May 2010, French gamer Julien Barreaux located and stabbed a fellow player who had stabbed Barreaux on the game Counter-Strike. The judge at his trial called him 'a menace to society.'[REF",1
Bullfighting should be banned,"The Rabbi Ovadia Yosef characterized bullfighting as 'a culture of sinful and cruel people' which opposes the values of the Torah [REF].","Rabbi Ovadia Yosef has characterized bullfighting as 'a culture of sinful and cruel people' which is opposed by Torah values [REF].",1
We should end progressive taxation,"As recourse to the problems of society, Hall proposed an agrarian reform and progressive taxation.","As a remedy for the problems in society, Hall proposed land reform and progressive taxation.",1
We should legalize polygamy,"The government reversed the position, because it realized that it was impossible to apply the ban against polygamy and the wives generally consented.","The government reversed the position, as it realized that it was impossible to enforce the prohibition against polygamy and wives usually consented.",1
Physical education should be mandatory,"In New Zealand, sex education is part of the health and physical education education program, which is compulsory during the first ten years of schooling (years 1 to 10) but optional beyond.","In New Zealand, sexuality education is part of the Health and Physical Education curriculum, which is compulsory for the first ten years of schooling (Years 1 to 10) but optional beyond that.",1
We should ban fishing,The demonstrators claim that the ban on fishing will disrupt the economy and threaten the livelihoods of people who count on salmon fishing during winters.,Protesters say that banning fishing will disrupt the economy and threaten the livelihoods of individuals who rely on salmon fishing during the winters.,1
We should legalize prostitution,Some commentators in China and abroad argue that the PRC policy to prohibit prostitution is problematic because it hinders the task of developing measures to prevent the spread of HIV [ref].,"Some commentators in China and overseas contend that the PRC's policy of banning prostitution is problematic because it hinders the task of developing measures to prevent the spread of HIV [REF].",1
Assisted suicide should be a criminal offence,"A 2009 review study on euthanasia in the Netherlands concluded that no slippery slope effect has occurred, [REF] while another study of the same year revealed that the abuse of the Dutch euthanasia system is rare [REF]. In 2010, a study revealed that there is no evidence that the legalization of assisted suicide will lead us the slippery slope to involuntary euthanasia [ref].","A 2009 review study of euthanasia in the Netherlands concluded that no slippery slope effect has occurred,[REF] while another study of the same year found that abuse of the Dutch euthanasia system is rare [REF]. In 2010, a study found that there is no evidence that legalizing assisted suicide will lead us down the slippery slope to involuntary euthanasia [REF].",1
We should increase government regulation,", the board of directors of the Toronto Police Association, has published a note to its members indicating that the new regulation is 'counterproductive for proactive commitment and crime prevention' [REF].",", the Board of Directors of the Toronto Police Association, issued a memo to its membership stating that the new regulation is 'counterproductive to proactive community engagement and crime prevention' [REF].  ",1
We should adopt multiculturalism,"In a 1993 discourse against multiculturalism, he declared: our culture is superior because our religion is Christianity and it is the truth that makes men free [ref].","In a 1993 speech against multiculturalism, he declared: Our culture is superior because our religion is Christianity and that is the truth that makes men free [REF].",1
We should legalize sex selection,"In September 2013, Archbishop Peter Smith, vice-president of the Catholic conference of the bishops of England and the country of Wales, denounced the decision of the Crown service not to make two doctors who accepted a request for an abortion procedure as a means of selection of sex, a procedure which is illegal in Great Britain and that the Archbishop Smith has described as an expression Called the injustice that the employment is of the child undiende [ref.","In September 2013, Archbishop Peter Smith, Vice-President of the Catholic Bishops' Conference of England and Wales, decried the decision of the Crown Prosecution Service not to proceed against two doctors who accepted a request to perform an abortion as a means of sex selection, a procedure that is illegal in Britain and that Archbishop Smith described as one expression of what he called the injustice that abortion is to the unwanted child [REF].",1
We should ban abortions,"Phramaha Vudhijaya Vajiramedhi was unequivocal: 'In [the] Buddhist vision, both abortions and aborting will be equivalent to murder. The people involved in abortions will be confronted with distress in this life and the next because their sins will follow them.","Phramaha Vudhijaya Vajiramedhi was unequivocal: 'In [the] Buddhist view, both having an abortion and performing an abortion amount to murder. Those involved in abortions will face distress in both this life and the next because their sins will follow them",1
Sports related to combat skills have been a part of human culture for thousands of years,Combat sports are first recorded during the 648 BC Olympic Games. Pankration,Combat sports are first recorded during the Olympic games of 648 B.C. with pankration,1
We should legalize organ trade,"Therefore, we declare on each of each of our beliefs that modern slavery, in terms of trafficking in human beings, forced work and prostitution, and organ trafficking, is a crime against humanity. '[Ref].","Therefore, we declare on each and every one of our creeds that modern slavery, in terms of human trafficking, forced labor and prostitution, and organ trafficking, is a crime against humanity..'[REF] .",1
We should ban the sale of violent video games to minors,"There is evidence indicating that exposure to television violence [ref] [ref] and, to a lesser extent, violent video games [ref] are linked to increased aggressiveness in children, who, in turn, can continue in school.","There is some evidence indicating that exposure to television violence[REF][REF] and, to a lesser extent, violent video games[REF] is related to increased aggressiveness in children, which, in turn, may carry over into school.",1
We should ban alcoholic beverages,"For example, alcohol consumption by a pregnant woman can cause fetal alcohol syndrome, [ref] an incurable and damaging condition [ref].","For instance, alcohol consumption by a pregnant woman can lead to fetal alcohol syndrome,[REF] an incurable and damaging condition [REF].",1
We should further exploit natural gas,The study concluded that the reduction in emissions in increased use of natural gas prevails over the harmful effects of the increase in methane emissions.,The study concluded that the reduction in emissions from increased natural gas use outweighs the detrimental effects of increased methane emissions.,1
We should legalize the growing of coca leaf,Many families dependent on Coca agriculture have been forced to send their children to work because the eradication of crops have reduced the income of their household [ref].,Many families dependent on coca farming have been forced to send their children to work as eradication of crops has decreased their household income [REF].,1
We should ban male infant circumcision,Several analyzes have concluded that circumcision programs for adult men in Africa are profitable and in some cases save [ref].,Several analyses have concluded that circumcision programs for adult men in Africa are cost-effective and in some cases are cost-saving [REF].,1
We should subsidize renewable energy,"According to Joe Denault, spokesperson for volunteer for the proposal, the path proposal would incorporate new technologies to reduce carbon dioxide emissions from 3,80,000 per year; Authorize the transmission of renewable energy sources, such as wind, solar energy and hydroelectric; And generate 5,700 jobs, with $ 420 million in employee remuneration per year [ref].","According to Joe Denault, a volunteer spokesperson for the proposal, the PATH proposal would incorporate new technology to reduce carbon dioxide emissions by 380000ST a year; allow for the transmission of renewable energy sources, such as wind, solar, and hydroelectric; and generate 5,700 jobs, with $420 million in employee compensation annually [REF].",1
We should further exploit hydroelectric dams,"Hydroelectric station In 1929, Andorra decided to use the hydroelectric potential of its rivers and lakes.","Hydroelectric station   In the year 1929, Andorra decided to exploit the hydropower potential of its rivers and lakes.",1
We should adopt a zero-tolerance policy in schools,"Nicolas Sarkozy, Minister of the Interior at the time, said a policy of 'zero tolerance' towards urban violence after the fourth night of riots and announced that 17 riot police (CRS) and seven mobile police squads (mobile gendarmerie squadrons) are said to be stationed in contradictory districts of Paris.","Nicolas Sarkozy, interior minister at the time, declared a 'zero tolerance' policy towards urban violence after the fourth night of riots and announced that 17 companies of riot police (CRS) and seven mobile police squadrons (escadrons de gendarmerie mobile) would be stationed in contentious Paris neighborhoods.",1
We should abolish electronic voting,"The Socialist Party TD Joe Higgins said that electronic voting should be abandoned, and said that the lack of transparency and the new system could be opened to 'radical manipulation'. [Ref].","Socialist Party TD Joe Higgins said electronic voting should be abandoned, and he claimed, a lack of transparency and the new system could be open to 'radical manipulation.'[REF] .",1
asylum seekers were motivated by the availability of benefits,"The gaps in the identification process presented opportunities to fraudsters to make several requests in various identities in order to reproduce payment of benefits; In 1991, for example, eight asylum candidates made 100 asylum and social security applications between them. A applicant had 49 identities and another had 34. A suspect was found in possession of 14 pounds of payment from the Ministry of Social Security [Ref","The gaps in the identification process presented opportunities to fraudsters to make multiple applications in various identities so as to duplicate payment of benefits; in 1991, for instance, eight asylum applicants were found to have made 100 asylum and social security applications between them. One applicant had 49 identities and another had 34. One suspect was found in possession of 14 Department of Social Security payment books [REF",1
We should ban beauty contests,"The social worker Mark Sichel believes that many mothers 'push their daughters in competitions because of their own low self -esteem, or as compensation for a lack of attention and admiration perceived in their own life'.","Social worker Mark Sichel believes that many mothers 'push their daughters into pageants because of their own low self-esteem, or as compensation for a perceived lack of attention and admiration in their own lives'.",1
We should ban abortions,"Although the results suggested that rats that had interrupted pregnancies could be subject to a 'similar or even higher impact of benign lesions' than virgin rats, there was no evidence suggesting that abortion would cause a higher incidence of cancerogenesis.","While results did suggest that rats who had interrupted pregnancies might be subject to 'similar or even higher incidence of benign lesions' than virgin rats, there was no evidence to suggest that abortion would result in a higher incidence of carcinogenesis.",1
We should legalize cell phone use while driving,"As the study notes; '.. This is the third of a series of studies that we have carried out to assess the effects of the use of mobile phones on driving using the car tracking procedure (see also Strayer & Drews, 2004; Et Strayer et al., 2003). During these three studies, 120 participants carried out reference conditions and mobile phone. Two of the participants were involved in an accident in basic conditions, Wheeas Involved in a cell accident under basic conditions, Wheleas 10 were involved in an accident when they were involved","As the study notes; '.. this is the third in a series of studies that we have conducted evaluating the effects of cell phone use on driving using the car following procedure (see also Strayer & Drews, 2004; and Strayer et al., 2003). Across these three studies, 120 participants performed in both baseline and cell phone conditions. Two of the participants in our studies were involved in an accident in baseline conditions, whereas 10 participants were involved in an accident when they were conversing on a cell phone",1
We should subsidize renewable energy,Acore suggests that these reports dissipate the idea commonly held that renewable energies cannot meet the energy needs of an increasing American economy.,ACORE suggests that these reports dispel the commonly held notion that renewable energy cannot supply the energy needs of a growing American economy.,1
We should limit the use of birth control,"The income, the assets, the body mass index of women and the schooling and body mass index of their children are all improving with better access to the contraceiving [REF].","Women's earnings, assets, body mass index, and their children's schooling and body mass index all improve with greater access to birth control [REF].",1
The use of AI should be abandoned,"A 2017 Harvard's Belfer Center report predicts that AI has the potential to be as transformative as nuclear weapons [ref].","A 2017 report from Harvard's Belfer Center predicts that AI has the potential to be as transformative as nuclear weapons [REF].",1
We should protect endangered species,"Currently, 380 animal species are classified as being endangered or threatened by the EPBC law, and other species are protected by the legislation of states and territory [ref].","At present, 380 animal species are classified as either endangered or threatened under the EPBC Act, and other species are protected under state and territory legislation [REF].",1
We should cancel the Affordable Care Act,"American Health Care Reform Act of 2013 - repeals the law on the protection of patients and affordable care and the provisions of the health care of the 2010 law on health care and education and reconciliation, in force of their promulgation.","American Health Care Reform Act of 2013 - Repeals the Patient Protection and Affordable Care Act and the health care provisions of the Health Care and Education and Reconciliation Act of 2010, effective as of their enactment.",1
We should abolish the needle exchange programs,"The coalition of reducing the misdeeds responded with her concerns, and the director of NIDA, Nora Volkow, wrote a letter indicating: although it is not possible to do a randomized controlled trial of the efficiency of the needle or syringe exchange programs (NEPS / Sep) to reduce the reduction of HIV, the majority of studies have shown that NEP / SEPS are strongly associated with the reduction of HIV. Understanding.","The Harm Reduction Coalition responded with its concerns, and NIDA Director Nora Volkow wrote a letter stating: While it is not feasible to do a randomized controlled trial of the effectiveness of needle or syringe exchange programs (NEPs/SEPs) in reducing HIV incidence, the majority of studies have shown that NEPs/SEPs are strongly associated with reductions in the spread of HIV when used as a component of comprehensive approach to HIV prevention.",1
We should raise the retirement age,"Raising the early retirement age from 62 to 64 years of age has little impact, because those waiting longer to start receiving services get a higher amount. The increase in retirement age increases the size of the workforce and the size of the economy by around 1% [ref].","Raising the early retirement age from 62 to 64 has little impact, as those who wait longer to begin receiving benefits get a higher amount. Raising the retirement age increases the size of the workforce and the size of the economy by about 1% [REF].",1
We should subsidize recycling,"In the United Kingdom, the waste and resources action program said that Great Britain's recycling efforts reduce CO2 emissions from 10 to 15 million tonnes per year [ref].","In the United Kingdom, the Waste and Resources Action Programme stated that Great Britain's recycling efforts reduce CO2 emissions by 10-15 million tonnes a year [REF].",1
We should subsidize condoms,A 2006 study reports that the use of the appropriate condoms decreases the risk of transmission of human papillomavirus (HPV) to women by around 70% [ref].,A 2006 study reports that proper condom use decreases the risk of transmission of human papillomavirus (HPV) to women by approximately 70% [REF].,1
We should abandon feminism,"In October 2002, Ali Khamenei asked Iranian women to avoid feminism and sexism in their campaigns for better female rights.","In October 2002, Ali Khamenei asked the Iranian women to avoid feminism and sexism in their campaigns for better female rights.",1
We should abolish temporary employment,"Unions were concerned about the fact that temporary staff had no rights, could earn more than permanent staff, that employers would replace permanent jobs with temporary jobs, that only relatively mobile persons have obtained temporary jobs and that temporary staff would only receive dirty and heavy work.","Unions were concerned that temporary staff had no rights, might earn more than permanent staff, that employers would replace permanent jobs by temporary ones, that only people who were relatively mobile got temporary jobs and that temporary staff would be given only dirty and heavy work.",1
"In some countries which have laws on racial equality, affirmative action is rendered illegal because it does not treat all races equally",Quotas are not legal in the United States,Quotas are not legal in the United States,1
We should fight nationalism,"Nationalism is intrinsically dividing because it highlights the differences perceived between people, emphasizing the identification of an individual with his own nation.","Nationalism is inherently divisive because it highlights perceived differences between people, emphasizing an individual's identification with their own nation.",1
We should ban the sale of violent video games to minors,"The boys who played a mature game had a lot of risk of certain aggressive behaviors (for example, to fight, to beat someone, to damage the property for pleasure) or school problems (for example, to be in trouble with a teacher, to obtain bad grades), at least once in the past year, compared to boys who have played matches with lower notes.","Boys who played any Mature-rated game a lot had twice the risk of certain aggressive behaviors (e.g., getting into fights, beating up someone, damaging property for fun) or school problems (e.g., getting in trouble with a teacher, getting poor grades), at least once during the past year, compared to boys who played games with lower age ratings",1
Abstinence-only sex education should be mandatory,"Ted McILvenna, president of the Institute, promotes a study program focused on teaching teenage techniques to 'obtain healthy and respectful relationships with their partners' rather than sex education only to abstinence [REF].","Ted McIlvenna, president of the Institute, favors a curriculum focusing on teaching teenagers techniques for 'obtaining healthy, respectful relationships with their partners' rather than abstinence-only sex education [REF].",1
We should end affirmative action,The Center for Individual Rights asked the sixth United States Court of Appeal to cancel the decision of the Lawson judge and force universities to immediately respect the prohibition of positive action.,"The Center for Individual Rights has asked the U.S. Sixth Circuit Court of Appeals to overturn Judge Lawson's ruling and force the universities to adhere to the ban on affirmative action immediately [REF].",1
"As a result of the policy, China successfully achieved its goal of a more stable and much-reduced fertility rate","The Xiangyang district of the city of Jiamusi (Heilongjiang) has a 0.41 TFR, which is the lowest TFR recorded all over the world in recorded history. Other extremely low TFR counties are: 0.43 in the heping district of the city of Tianjin (Tianjin) and 0.46 in the district of Mawei in the city of Fuzhou (Fujian","The Xiangyang district of Jiamusi city (Heilongjiang) has a TFR of 0.41, which is the lowest TFR recorded anywhere in the world in recorded history. Other extremely low TFR counties are: 0.43 in the Heping district of Tianjin city (Tianjin), and 0.46 in the Mawei district of Fuzhou city (Fujian",1
We should ban racial profiling,"Even more recently, Wen Ho Lee's incident has shown that Americans of Asian origin are not immune to racial profiling and stereotypes.","Even more recently, the Wen Ho Lee incident has shown that Asian Americans are not safe from racial profiling and stereotyping.",1
immigrants have high rates of criminality,It was reported in 2007 that more than a fifth of crime in London was committed by immigrants [Ref,It was reported in 2007 that more than one-fifth of crime in London was committed by immigrants [REF,1
We should support a phase-out of lightweight plastic bags,"The study concluded that if the ban on plastic bags aimed to reduce environmental impacts, the results of the prohibition at the time of the study indicated that the prohibition would not be successful.","The study concluded that if the plastic bag ban was intended to reduce impacts to the environment, results of the ban at the time of the study indicated that the ban would not be successful.",1
We should ban trans fats usage in food,"In addition, processed foods often contain potentially harmful substances such as oxidized fats and trans fatty acids.","In addition, processed foods often contain potentially harmful substances such as oxidized fats and trans fatty acids.",1
We should legalize sex selection,"The causes of the breaded sex-ratio in China result from a combination of a preferably strong son, unique policy, easy access to sexual selective abortion and discrimination against and abuses of women [ref].","The causes of the high sex ratio in China result from a combination of strong son preference, the one-child policy, easy access to sex-selective abortion, and discrimination against and abuses of females [REF].",1
We should further exploit nuclear power,"Nuclear energy can produce basic charging power, unlike many renewable energies which are intermittent energy sources devoid of large -scale and inexpensive ways to store energy [ref].",Nuclear power can produce base-load power unlike many renewables which are intermittent energy sources lacking large-scale and cheap ways of storing energy [REF].,1
Physical education should be mandatory,Universities must also organize at least 60 hours of physical education lessons at the undergraduate courses [ref].,Universities must also organise at least 60 hours of physical education classes at undergraduate courses [REF].,1
We should ban human cloning,"President George W. Bush said human cloning was 'deeply disturbing' for most Americans.","President George W. Bush said that human cloning was 'deeply troubling' to most Americans.",1
We should legalize same sex marriage,"The study revealed that homosexual marriages and associate tourism would generate $ 60 million in additional spending in Maine over three years, creating 1,000 new jobs [ref].","The study found that same-sex weddings and associated tourism would generate $60 million in additional spending in Maine over three years, creating 1,000 new jobs [REF].",1
We should fight global warming,"Dyson agrees that there is anthropogenic global warming and has written that '[one] of the main causes of warming is the increase in carbon dioxide in the atmosphere resulting from our fossil fuel burning such as oil and charcoal and natural gas.' [Ref]","Dyson agrees that anthropogenic global warming exists, and has written that '[one] of the main causes of warming is the increase of carbon dioxide in the atmosphere resulting from our burning of fossil fuels such as oil and coal and natural gas.'[REF]",1
We should introduce school vouchers,Supporters of school charity and education systems argue that these systems promote competition on the free market among private and public schools by allowing parents and students to choose the school where to use the right ones.,Proponents of school voucher and education tax credit systems argue that those systems promote free market competition among both private and public schools by allowing parents and students to choose the school where to use the vouchers.,1
We should abolish the needle exchange programs,"For this reason, organizations ranging from the National Institutes of Health, [REF] The Centers for Disease Control, [Ref] The American Bar Association, [Ref] The American Medical Association, [Ref] The American Psychological Association, [Ref] The World Health Organization, [REF] and many others have approved low -threshing programs, including exchanges of needles.","Because of this, organizations ranging from the National Institutes of Health,[REF] the Centers for Disease Control,[REF] the American Bar Association,[REF] the American Medical Association,[REF] the American Psychological Association,[REF] the World Health Organization,[REF] and many others have endorsed low-threshold programs including needle exchange.",1
most of the financing for the Mexican traffickers comes from American drug consumers,"In 1990, just over half of cocaine imported into the United States went through Mexico. In 2007, which reached more than 90%, according to estimates by the American State Department [Ref","In 1990, just over half the cocaine imported into the U.S. came through Mexico. By 2007, that had risen to more than 90 percent, according to U.S. State Department estimates [REF",1
Casinos should be banned,An area of controversy surrounding casinos is their relationship with crime rates.,One area of controversy surrounding casinos is their relationship to crime rates.,1
discrimination inherent in affirmative action programs,"In India, among the limited positions in higher education, 50% are reserved. Reserved category candidates can select a position in the opening of 50% if it has a good merit. This results in additional reverse discrimination of open / general / unreserved candidates","In India, among the limited positions for higher education, 50 percent are reserved. Reserved category candidates can select a position from the Open 50 percent if he or she has good merit. This results in further reverse discrimination of Open/General/Non Reserved candidates",1
We should introduce universal health care,"Although universal access to health care may not completely eliminate health inequalities, it has been shown that it considerably reduces them [REF].","While universal access to health care may not completely eliminate health inequalities, it has been shown that it greatly reduces them [REF].",1
We should further exploit wind power,"The operating costs are relatively low, each additional wind energy unit is very little to produce.","The operating costs are relatively low, with each additional unit of wind power costing very little to produce.",1
Assisted suicide should be a criminal offence,"Unlike suicide assisted by the doctor, the restraint or withdrawal of survival treatments with the patient's consent (voluntary) is almost unanimously considered, at least in the United States, as legal [ref].","Unlike physician-assisted suicide, withholding or withdrawing life-sustaining treatments with patient consent (voluntary) is almost unanimously considered, at least in the United States, to be legal [REF].",1
We should subsidize public transportation,"In order to make public transport an attractive option to go to the activity centers without the right transport infrastructure in place, people return to their private transport forms.","In order to make public transport an attractive option to get to activity centres without the correct transport infrastructure in place, people turn back to their private forms of transport.",1
The use of AI should be abandoned,"In 1976, Weizenbaum published computer power and human reason which argued that the abusive use of artificial intelligence has the potential to devalue human life [ref].","In 1976, Weizenbaum published Computer Power and Human Reason which argued that the misuse of artificial intelligence has the potential to devalue human life [REF].",1
We should ban abortions,"Some pro-life supporters argue that if there is uncertainty as to whether the fetus has the right to life, then having an abortion is equivalent to consciously take the risk of killing another.","Some pro-life supporters argue that if there is uncertainty as to whether the fetus has a right to life, then having an abortion is equivalent to consciously taking the risk of killing another.",1
We should ban gratuities,"From a theoretical economic point of view, tips can solve the main agent problem [Ref] (the situation in which an agent, such as a server, works for a director, such as an owner or a restaurant manager) and many managers think that advice encourages a greater workers' effort [REF].","From a theoretical economic point of view, gratuities may solve the principal-agent problem[REF] (the situation in which an agent, such as a server, is working for a principal, such as a restaurant owner or manager) and many managers believe that tips provide incentive for greater worker effort [REF].",1
We should abolish the monarchy,"Alistair Horne observed in the late 1950s that, while the cultural mixture of Canada developed, the monarchy remained in high esteem: 'In its lowest common denominator, in average Canada - whether British, French or Ukrainian extraction - the crown is the only thing that he has that rich and powerful Americans did not have it.'","Alistair Horne observed in the late 1950s that, while Canada's cultural mix grew, the monarchy remained held in high regard: 'At its lowest common denominator, to the average Canadian-whether of British, French or Ukrainian extraction-the Crown is the one thing that he has that the rich and mighty Americans have not got. It makes him feel a little superior.'",1
We should ban male infant circumcision,The defenders of public health of circumcision consider him to have a clear advantage and therefore believe that the increase in circumcision rate is an ethical imperative.,"Public health advocates of circumcision consider it to have a net benefit, and therefore feel that increasing the circumcision rate is an ethical imperative.",1
We should disband the United Nations,"Alan Dershowitz accused the UN of allowing states that sponsor terrorism to sit on the Security Council [ref]. These visits have legitimized the PLO without having to give up terrorism '.","Alan Dershowitz accused the UN of allowing states that sponsor terrorism to sit on the Security Council [REF]. These visits legitimized the PLO without it 'having to renounce terrorism.'",1
Abstinence-only sex education should be mandatory,"Holserger said abstinence education is a way to prevent sexually transmitted diseases and pregnancy in unwanted adolescent girls, but also supported adolescent education on the use of condoms [ref].",Holsinger said that abstinence education is one way to prevent sexually transmitted diseases and unwanted teen pregnancy but also supported educating teenagers about condom use [REF].,1
religion is a positive civilizing influence on society,"Some scientific studies show that the degree of religiosity is generally associated with higher ethical attitudes [ref] [ref] [ref] [ref] - for example, surveys suggesting a positive link between faith and altruism [Ref","Some scientific studies show that the degree of religiosity is generally found to be associated with higher ethical attitudes[REF][REF][REF][REF]  for example, surveys suggesting a positive connection between faith and altruism [REF",1
countries must be prepared to allow Open borders for people fleeing conflict,"Following the Bangladesh Liberation War, on March 27, 1971, the Prime Minister of India, Indira Gandhi, expressed their full support for his government to the Bangladesian struggle for freedom. The border of Bangladesh-Inde has been opened to allow the Bangladeshis refuge in Panic in India","As a result of the Bangladesh Liberation War, on 27 March 1971, Prime Minister of India, Indira Gandhi, expressed full support of her Government to the Bangladeshi struggle for freedom. The Bangladesh-India border was opened to allow panic-stricken Bangladeshis' safe shelter in India",1
We should further exploit hydroelectric dams,"More than 29 major dams and hundreds of kilometers of channels are used to provide thirsty cities, provide irrigation water to some 4 million acres (1.6 million hectares), [ref] and respond to advanced power requests in the southwest, [ref] [ref] [generating more than 12 billion kWh of hydroelectricity each year [Ref].","Over 29 major dams and hundreds of miles of canals serve to supply thirsty cities, provide irrigation water to some 4 million acres (1.6 million hectares),[REF] and meet peaking power demands in the Southwest,[REF][REF] generating more than 12 billion kWh of hydroelectricity each year [REF].",1
Frequent and regular aerobic exercise has been shown to help prevent or treat serious and life-threatening chronic conditions,"The link between physical health and exercise (or absence) was only discovered in 1949 and reported in 1953 by a team led by Jerry Morris [Ref]. Dr. Morris noted that similar social and occupation men (bus drivers against bus drivers) had significantly different heart attack rates, depending on the level of exercise they obtained: bus drivers had a sedentary occupation and a higher incidence of heart disease, while bus drivers were forced to move and had a lower incidence of disease hearts [reflect buses.","the link between physical health and exercise (or lack of it) was only discovered in 1949 and reported in 1953 by a team led by Jerry Morris [REF]. Dr. Morris noted that men of similar social class and occupation (bus conductors versus bus drivers) had markedly different rates of heart attacks, depending on the level of exercise they got: bus drivers had a sedentary occupation and a higher incidence of heart disease, while bus conductors were forced to move continually and had a lower incidence of heart disease [REF",1
We should legalize polygamy,"About fifteen years earlier, in a letter to the Chancellor Saxonne Gregor Brck, Luther said he could not 'prohibit a person from marrying several women because they do not contradict the scriptures'. ('Healthy ego of healthy, me","Some fifteen years earlier, in a letter to the Saxon Chancellor Gregor Brck, Luther stated that he could not 'forbid a person to marry several wives, for it does not contradict Scripture.' ('Ego sane fateor, me non posse prohibere, si quis plures velit uxores ducere, nec repugnat sacris literis.')[REF",1
The free market should be protected,"Neoclassical theories argue that governments should not intervene in the economy; In other words, these theories claim that a free market is the best way to induce rapid and successful development.","Neoclassical theories argue that governments should not intervene in the economy; in other words, these theories are claiming that an unobstructed free market is the best means of inducing rapid and successful development.",1
We should further exploit solar energy,"The Blue Enigma Party supported green energy using solar, wind and tide energy, as well as the expansion of recycling at the edge of the street to be a permanent luminaire throughout the state.","The Blue Enigma Party supported green energy using solar, wind, and tidal power, along with expansion of curbside recycling to be a permanent fixture throughout the state.",1
We should abolish capital punishment,The 2006 ordinance on human rights (amendment) (Jersey) [ref] modifies the law of human rights (jersey) 2000 [ref] to give effect to the 13th protocol of the European Convention on Human Rights providing for the total abolition of the death penalty.,The Human Rights (Amendment) (Jersey) Order 2006[REF] amends the Human Rights (Jersey) Law 2000[REF] to give effect to the 13th Protocol of the European Convention on Human Rights providing for the total abolition of the death penalty.,1
We should ban abortions,"CFFC's declaration said that the doctrine of the Catholic Church condemning abortion as 'morally erroneous in all cases' was 'not the only legitimate Catholic position'. [Ref]","CFFC's statement said that the Catholic Church's doctrine condemning abortion as 'morally wrong in all instances' was 'not the only legitimate Catholic position.'[REF]",1
We should end progressive taxation,"In the words of a publication of the European Environment Agency: 'A Swiss study (Infras / Ecoplan, 1998), which studied the economic and social impacts of various energy tax regimes, has shown that the redistribution of income in the form of a bonus per capita is the most progressive option for an impact of the environment the taxes and the creation of the most beneficial social effects, although it causes slightly negative effects economic.","In the words of a publication of the European Environment Agency: 'A Swiss study (INFRAS/ECOPLAN, 1998), which investigated the economic and social impacts of different energy tax schemes, showed that redistributing revenues in the form of a per capita bonus is the most progressive option for an Environmental-tax-reform and creates the most beneficial social effects, although it leads to slightly negative effects on economic development.'[REF]",1
We should ban organic food,"In May 2005, McKeith received the prize for the best biological companies 2005 Consumer Education Award by the Soil Association, a British charity promoting organic foods, in recognition of its work in 'the fight against obesity, defending a healthier diet and promoting the contribution that organic fruits, vegetables and other products can make healthy nutrition'. '[Ref].","In May 2005, McKeith was given the Best Organic Businesses 2005 Consumer Education Award by the Soil Association, a British charity promoting organic food, in recognition of her work in 'tackling obesity, championing healthier eating and promoting the contribution that organic fruit, vegetables and other products can make to sound nutrition.'[REF] .",1
Tattoos should be banned,"Haake has shown them how tattooing can restore lost eyebrows against AREATA alopecia, revision areas affected by vitiligo or recreate nipples on patients with mastectomy.","Haake showed them how tattooing can restore eyebrows lost to Alopecia areata, repigment areas affected by vitiligo, or recreate nipples on mastectomy patients.",1
We should lower the age of consent,"While respect included opposition to discrimination based on sex and sexual orientation in its foundation declaration, [Ref. Critics claim that Galloway has tended to avoid the votes of common goods involving equal rights for homosexuals - although he voted to lower the age of consent for homosexuals in England and Wales at sixteen in 2000.","While Respect included opposition to discrimination based on gender and sexual orientation in its founding declaration,[REF] critics claim Galloway has tended to avoid Commons votes involving equal rights for gay people - although he did vote to lower the age of consent for gay people in England and Wales to sixteen in 2000, earning him an invitation to open a new Lesbian and Gay centre in Glasgow.",1
