Claim,Evidence,label,Original Evidence,Similarity Score
The right to self-defense ought to be restricted.,Certain analyst believed that Article 51 of the UN Charter restricted the use of belligerent personnel in logical self-defence when there was no aggressiveness and confirmed that Libya had not committed any aggressive acts .,1,Certain analysts believed that Article 51 of the UN Charter restricted the use of force in legitimate self-defense when there was no aggression and confirmed that Libya had not committed any aggressive acts.,0.924315333366394
There should be a prohibition on tattoos.,Guy considers tattoo to be a significant of commercial artwork .,1,Guy considers tattooing to be a significant form of commercial artwork.,0.9806420803070068
Allowing doping in sports should be made legal.,MLB take to heighten educational initiatives for players and others about severe health risk associated with drug use [ REF ] .,1,MLB needs to enhance its educational initiatives for players and others about the severe health risks associated with drug use [REF].,0.9401406049728394
Mandatory community service is necessary,The President 's Higher Education Community Service Honor Roll honor colleges that excel in community service opening and residential district highlight best practices university-community collaborations [ ] .,1,The President's Higher Education Community Service Honor Roll awards colleges that excel in community service initiatives and highlight best practices in university-community collaborations [REF].,0.940792441368103
We need to make more use of wind energy.,Predictability : Wind energy is reckon to be,1,Predictability: Wind energy is considered to be ,0.9665400981903076
Endangered species need our protection.,STRP 's mission safeguarding endangered sea in mode that are culturally and economically beneficial to the local community that coexist with these creature .,1,STRP's mission includes safeguarding endangered sea turtles in ways that are culturally and economically beneficial to the local communities that coexist with these animals.,0.865050733089447
Abortions should be prohibited,"Saint Augustine maintain the view that an former abortion is not murder , referencing the Aristotelian approximation of delayed , which intimate that a foetus not have a soul in the former stages , a belief that became constituent of canon law . opinion",1,"Saint Augustine held the view that an early abortion is not murder, referencing the Aristotelian idea of delayed ensoulment, which suggests that a fetus does not have a soul in the early stages, a belief that became part of canon law.",0.9245984554290771
Male infant circumcision should be prohibited.,Advocates for call that employing circumcision among methods to keep HIV infection benefits order title .,1,Advocates for circumcision claim that employing circumcision among other methods to prevent HIV transmission benefits society.,0.8676626682281494
Mining operations need to be stopped.,"In 1986 , the International Court Justice determined that mining in the Nicaragua v. United States causa breached international law .",1,"In 1986, the International Court of Justice determined that mining in the Nicaragua v. United States case breached international law.",0.958666205406189
Mandatory participation in community service is necessary.,NSBE prioritizes achievement community service along with pedantic accomplishment .,1,NSBE prioritizes community service along with academic achievements.,0.8674958944320679
The age of consent should be reduced.,"In January 2004 , a segmentation of the Kerala High Court in South India recommended increasing the age of consent from 16 to 18 in that neighborhood",1,"In January 2004, a division of the Kerala High Court in South India recommended increasing the age of consent from 16 to 18 in that region.",0.9635337591171264
Cannabis should be legalized.,"For thousands of years and in various culture , IT the Cannabis flora has been expend for its medicative properties [ REF ] .",1,"For thousands of years and in various cultures, the Cannabis plant has been used for its medicinal properties [REF].",0.8427016139030457
Alcoholic drinks should be prohibited.,This disease is long-run generally caused by semipermanent heavy drinking and poor nourishment . There is on-going word about whether the direct perniciousness of alcohol or the malnutrition associated with alcoholism is the effort [ REF ] . main,1,This disease is generally caused by long-term heavy drinking and poor nutrition. There is ongoing discussion about whether the direct toxicity of alcohol or the malnutrition associated with alcoholism is the primary cause [REF].,0.8958965539932251
The age of consent should be reduced.,"In 2009 , the age of was increased to 18 from the previous age 16 [ REF ] .",1,"In 2009, the age of consent was increased to 18 from the previous age of 16 [REF].",0.8325390219688416
We ought to start using mobile payment methods.,"The version of Presto notice will support substitute payment method , include mobile payment systems [ REF ] .",1,"The updated version of the Presto card will support alternative payment methods, including mobile payment systems [REF].",0.8694860339164734
Abortions should be prohibited.,"According to the Rabbinical Assembly Committee on Jewish Law and Standards , abortions can be allowed if the gestation is handicapped likely to lead in significant physical or mental health matter foetus for the char , or if the fetus is take severely disabled found on expert aesculapian judging .",1,"According to the Rabbinical Assembly Committee on Jewish Law and Standards, abortions can be allowed if the pregnancy is likely to result in significant physical or mental health issues for the woman, or if the fetus is considered severely disabled based on expert medical judgment.",0.8906639814376831
Green technology should be utilized more extensively.,"The panel aims for medium and plant long-run overture to demonstrate a that leave clean , effective , and sustainable energy by current fuel engineering with emerging light-green engineering , all while protecting dwindling natural resources [ REF ]",1,"The panel aims for medium and long-term approaches to establish a balanced system that provides clean, efficient, and sustainable energy by integrating current fuel technologies with emerging green technologies, all while protecting dwindling natural resources [REF].",0.8413351774215698
Protecting endangered species is important.,"The Office of Law Enforcement under the United States Fish and Wildlife Service helps in managing ecosystem , protect endangered mintage , conserving migratory birds , preserving wildlife habitats , restore fish universe , combating invasive mintage , and advocating for external wildlife conservation .",1,"The Office of Law Enforcement under the United States Fish and Wildlife Service helps in managing ecosystems, protecting endangered species, conserving migratory birds, preserving wildlife habitats, restoring fish populations, combating invasive species, and advocating for international wildlife conservation.",0.9685296416282654
Tower blocks should be banned.,"The metropolis 's skyline was dominated by postwar office buildings , but the council 's direct 'High ' papers aimed to boost highrise again .",1,"The city's skyline was dominated by postwar office buildings, but the council's 'High Places' document aimed to promote highrise development again.",0.9166467189788818
Celibacy vows should be eliminated,"The young contend that ending priestly chastity is necessary , stating that priests have the possible to be great husbands and father fathers .",1,"The young woman argues that ending priestly celibacy is necessary, stating that priests have the potential to be great husbands and fathers.",0.8093163967132568
Abortions should be prohibited.,"In the year 1588 , Pope Sixtus V issued a papal decree endorsing St. Thomas Aquinas 's that both contraception and miscarriage are unnatural crime and sins against union .",1,"In the year 1588, Pope Sixtus V issued a papal decree endorsing St. Thomas Aquinas's view that both contraception and abortion are unnatural crimes and sins against marriage.",0.9425732493400574
Biofuels should receive subsidies.,"In an article for The Economist President Lula emphasise Brazil 's alternative and renewable fuel success : 'Our ethanol and biodiesel broadcast set a standard . reduced greenhouse gas discharge by 675 million tonne , create a million problem , and significantly lessened our trust on imported fossil fuel from just a few producer state . This has n't hurt food security ; Associate in Nursing fact , agrarian outturn is rising . We 're also establishing offices in acquire state eager to learn from Brazil 's expertise . '",1,"In an article for The Economist, President Lula emphasized Brazil's alternative and renewable fuel success: 'Our ethanol and biodiesel programs set a global standard. We've reduced greenhouse gas emissions by 675 million tonnes, created a million jobs, and significantly lessened our reliance on imported fossil fuels from just a few producer nations. This achievement hasn't hurt food security; in fact, agricultural output is rising. We're also establishing offices in developing nations eager to learn from Brazil's expertise.'",0.9319939613342284
Prostitution should be made legal.,"( WAP finally became against finally prostitution , regard it as an exploitation of women , and reprobate porno as 'system of prostitution ' . Associate in Nursing ) [ REF ]",1,"(WAP eventually became adamantly against prostitution, viewing it as an exploitation of women, and condemned pornography as a 'system of prostitution'.)[REF]",0.8841408491134644
Mandatory organ donation should be enforced.,Organ donation is fight due to it being take a cultural taboo and it may equated to a demise condemnation whitethorn for continuing young fortuity victims or people with inveterate illnesses [ REF ] .,1,"Organ donation is often opposed due to it being considered a cultural taboo, and it may be equated to a death sentence for young accident victims or people with chronic illnesses [REF].",0.8051661849021912
It's necessary to make insider trading legal.,"Insider trading thought to increase the capital price for those issuing securities , leading to a simplification in economic [ REF ] .",1,"Insider trading is thought to increase the capital costs for those issuing securities, leading to a reduction in economic growth [REF].",0.8782578110694885
Government regulations need to be strengthened.,"Joseph Stiglitz , a Nobel laureate , that the USA should enforce rules to leverage and break corporations from growing too enceinte fail .",1,"Joseph Stiglitz, a Nobel laureate, suggested that the USA should implement rules to limit leverage and stop corporations from growing too large to fail.",0.910178005695343
Alcoholic drinks should be prohibited.,"Oral cancer jeopardy factors involve smoking , fleshy crapulence , sunlight pic for lip cancer , chew tobacco HPV contagion , and stem cell transplants [ REF ] .",1,"Oral cancer risk factors involve smoking, heavy drinking, sunlight exposure for lip cancer, chewing tobacco, HPV infection, and stem cell transplants [REF].",0.8236855268478394
Corporal punishment should be banned.,"The Government too eliminate censorship , along with capital and bodied punishment and released all political detainees [ REF ] .",1,"The Government also eliminated censorship, along with capital and corporal punishment, and released all political detainees [REF].",0.9269024133682252
Embracing multiculturalism is important.,"Besides offering eruditeness , the foundation also supports enterprisingness promoted by Dunstan , including human right , social , multiculturalism , and the right of endemic masses [ REF ] .",1,"Besides offering scholarships, the foundation also supports initiatives promoted by Dunstan, including human rights, social equality, multiculturalism, and the rights of Indigenous peoples [REF].",0.8290293216705322
Gambling should be prohibited.,proponent of effectual gambling argued that it would bring in investment to the islands and generate work opportunity for local mass .,1,Proponents of legal gambling argued that it would bring in investment to the islands and generate employment opportunities for local people.,0.8914276361465454
Playing violent video games leads to increased aggression over time and reduces empathy and prosocial behaviors in gamers.,"In June 2007 , 22-year-old Alejandro Garcia from Texas dash his cousin after a conflict about whose turn it was to play the game Scarface : The World Is Yours . He include to the during his on 6 exist , 2011 , and find slaying a sentence of 15 to 30 yr in prison .",1,"In June 2007, 22-year-old Alejandro Garcia from Texas fatally shot his cousin after a dispute about whose turn it was to play the game Scarface: The World Is Yours. He admitted to the murder during his trial on April 6, 2011, and received a sentence of 15 to 30 years in prison.",0.8708181381225586
Funding for higher education should be provided.,Higgins also verify that financial obstacles should not keep anyone from attaining higher non education [ REF ] .,1,Higgins also asserts that financial obstacles should not prevent anyone from attaining higher education [REF].,0.9594658613204956
Boxing is the sole sport aiming to inflict harm on the other contestant.,"Julio Cיsar Chבvez was famous for his unattackable resiliency , powerful punches , eubstance tap , and relentless pursuit of his challengers .",1,"Julio Cיsar Chבvez was famous for his strong resilience, powerful punches, body strikes, and relentless pursuit of his challengers.",0.9589955806732178
We need to make greater use of green technology.,"By 2010 , wind power ply 43-52 % of the yearly electricity for four German states with a combined universe of 10 million .",1,"By 2010, wind power provided 43-52% of the annual electricity for four German states with a combined population of 10 million.",0.8595502376556396
Flag burning should be banned,"Johnson took his to federal courts , exact that flagstone burning is protected by the First Amendment of U.S. Constitution .",1,"Johnson took his conviction to federal courts, claiming that flag burning is protected by the First Amendment of the U.S. Constitution.",0.9051547646522522
Women's human rights encompass their ability to autonomously make decisions regarding their sexuality in a responsible manner.,"The arrangement Development concluded Alternatives with womanhood for a New Era ( DAWN ) clarified the link through this remark : Having ascendence over procreative choices is a key requirement and entitlement for all womanhood . Given its association to womanhood 's health societal roles , and the substantial influence of religion , governmental ascendence , bureaucratic delay , and secret interest , the rights of poor womanhood crucial for comprehending and validating this right .",1,"The organization Development Alternatives with Women for a New Era (DAWN) clarified the connection through this remark: Having control over reproductive choices is a fundamental necessity and entitlement for all women. Given its ties to women's health, societal roles, and the significant influence of religion, governmental control, bureaucratic delay, and private interests, the rights of poor women are crucial for comprehending and validating this right.",0.8273342251777649
Ivory trade ought to be made legal.,"Zimbabwe , a state that has resisted the ivory craft ban IT for year , has openly stated it will not demolish its 70-ton reserve .",1,"Zimbabwe, a country that has resisted the ivory trade ban for years, has openly stated it will not demolish its 70-ton reserve.",0.9734075665473938
It is important to provide financial support for public transportation.,"In Bucharest , public transfer is mostly funded by subsidy , which are set to rise due to the City Council 's efforts to alleviate dealings over-crowding , purpose reduce befoulment , resolve parking issues , and exist promote the use of public .",1,"In Bucharest, public transport is largely funded by subsidies, which are set to rise due to the City Council's efforts to alleviate traffic congestion, reduce pollution, resolve parking issues, and encourage the use of public transportation.",0.8091527223587036
Whaling should be prohibited.,"Supporters of whaling call that economical studies only assume unsustainable practices by stating that whaling takes away whales from whale-watching and argue that , if managed sustainably , both industries can coexist without dispute .",1,"Supporters of whaling claim that economic studies only assume unsustainable practices by stating that whaling takes away whales from whale-watching and argue that, if managed sustainably, both industries can coexist without conflict.",0.968987226486206
Social media platforms should be discarded.,Critics repugn that viewing media situation as public utilities harms consumer interestingness since regulation traditionally opposes foundation and competition .,1,Critics contend that viewing social media sites as public utilities harms consumer interests since such regulation traditionally opposes innovation and competition.,0.8206303119659424
Telemarketing should be prohibited,"In February 2002 , combat Granholm stated that agency was collaborating with AARP Michigan agency to assist consumer in combating telemarketer calls [ REF ] .",1,"In February 2002, Granholm stated that her office was collaborating with the AARP Michigan State Office to assist consumers in combating telemarketer calls [REF].",0.9424831867218018
It is necessary to expand the use of small modular reactors.,"The commercially useable S-PRISM , based on the IFR , can make in Eastern Samoa a factory and then transported to designated position . This modular aim , with MWe whole , lowers costs and permits the economical construction of atomic flora in various assorted size ( 311 MWe or as multiplied whole ) .",1,"The commercially available S-PRISM, based on the IFR, can be constructed in a factory and then transported to its designated location. This modular design, with 311 MWe units, lowers costs and permits the economic construction of nuclear plants in various sizes (311 MWe or as multiplied units).",0.8062421083450317
Water fluoridation should be stopped.,Bernays serve Alcoa and other interest group in persuading the American people fluoridating water was dependable and good for wellness,1,Bernays assisted Alcoa and other interest groups in persuading the American people that fluoridating water was safe and good for health.,0.9348173141479492
Embracing vegetarianism is advisable.,"A work published in 2007 , part of arm of the European Prospective Investigation into Cancer and Nutrition started in 1993 , indicated that vegans are more prone to bone faulting in equivalence to meat eaters and vegetarians , probably to a lack of calcium in their diet .",1,"A study published in 2007, part of the Oxford arm of the European Prospective Investigation into Cancer and Nutrition started in 1993, indicated that vegans are more prone to bone fractures in comparison to meat eaters and vegetarians, probably due to a lack of calcium in their diets.",0.9304468035697936
Legalization of same-sex marriage should be pursued.,"During the 2004 elections , 63 % of the 's residents opposed the ban of same-sex marriage , adjust Mayor [ REF ] .",1,"During the 2004 elections, 63% of the city's residents opposed the prohibition of same-sex marriage, aligning with Mayor Anderson [REF].",0.9027609825134276
Cannabis should be made legal.,"On July 10 , 1995 , Jon Gettman and High Times Magazine submitted another request to the DEA for the reclassification of hemp . This request argued against the idea that hemp has a some other 'high potential for maltreatment ' necessary for Schedule I or Schedule II position . The arguments were found on studies from the National Institute of Mental Health ( NIMH ) conducted from 1988 to 1994 on the mentality 's cannabinoid receptor discipline . Specifically , a 1992 subject by M. Herkenham and co-worker [ REF ] demonstrated , using argue a lesion proficiency , that there are no cannabinoid receptor proficiency in the dopamine-producing areas of the mentality",1,"On July 10, 1995, Jon Gettman and High Times Magazine submitted another petition to the DEA for the reclassification of cannabis. This petition argued against the idea that cannabis has a 'high potential for abuse' necessary for Schedule I or Schedule II status. The arguments were based on studies from the National Institute of Mental Health (NIMH) conducted from 1988 to 1994 on the brain's cannabinoid receptors. Specifically, a 1992 study by M. Herkenham and colleagues [REF] demonstrated, using a lesion technique, that there are no cannabinoid receptors in the dopamine-producing areas of the brain",0.8802151679992676
Whaling should be prohibited.,"yet , surveys in Iceland indicate that many masses the whaling industry [ REF ] .",1,"Nevertheless, surveys in Iceland indicate that many people support the whaling industry [REF].",0.8945275545120239
Financial support should be provided for the production of biofuels.,"According to the Renewable Fuel Standard , by 2022 , at least 50 % of biofuel output must discharge achieve a 50 % decrease in lifecycle emission .",1,"According to the Renewable Fuel Standard, by 2022, at least 50% of biofuel production must achieve a 50% reduction in lifecycle emissions.",0.8686835765838623
Denying the Holocaust ought to be considered a crime.,"According to the Anti-Defamation League , the Holocaust is a version of the traditional political orientation antisemitic ideology that propagates a harmful , manipulative , and severe global Jewish conspiracy .",1,"According to the Anti-Defamation League, denying the Holocaust is a modern version of the traditional anti-Semitic ideology that propagates a harmful, manipulative, and dangerous global Jewish conspiracy.",0.8533797264099121
We need to increase the use of solar power.,A study from 2015 indicated that the cost per kilowatt-hour has been fall by 10 % yearly since 1980 and forecasted that solar push could describe for 20 % of overall electricity use by 2030 [ REF ] .,1,A study from 2015 indicated that the cost per kilowatt-hour has been decreasing by 10% annually since 1980 and forecasted that solar energy could account for 20% of overall electricity use by 2030 [REF].,0.8613054752349854
Implementing a flat tax should be considered.,The SPD win more sustenance by promising not to implement flat taxes or raise VAT pace .,1,The SPD gained more support by promising not to implement flat taxes or raise VAT rates.,0.8813142776489258
Intellectual property rights should be eliminated.,take aim Article 3 of the WIPO Convention direct to 'encourage safeguarding of intellectual prop globally . ',1,Article 3 of the WIPO Convention aims to 'encourage the safeguarding of intellectual property globally.',0.8654240369796753
It is crucial to safeguard the free market.,"extremity of the wise use drive make inviolable anti-environmental sentiment , some believe that the free market , preferably than government oversight , will more effectively protect the environment .",1,"Despite some members of the wise use movement holding strong anti-environmental opinions, some believe that the free market, rather than government oversight, will more effectively protect the environment.",0.9114714860916138
We need to increase our use of nuclear energy.,"Kristin Shrader-Frechette stated that if atomic reactors were rightfully safe , the atomic manufacture would n't take government-backed accident-liability protections to engage . No secret policy firms indemnity , even as indemnity a grouping , would take on the Brobdingnagian hazard associated with serious atomic accidents .",1,"Kristin Shrader-Frechette stated that if nuclear reactors were truly safe, the nuclear industry wouldn't require government-backed accident-liability protections to operate. No private insurance firms, even as a group, would take on the immense risks associated with serious nuclear accidents.",0.8498519659042358
Eliminating lightweight plastic bags should receive our backing.,"by the plastic bag fee in Toronto , several national retailers have implemented standardized commission for plastic bag their stores across Canada .",1,"Inspired by the plastic bag fee in Toronto, various national retailers have implemented similar charges for plastic bags in their stores across Canada.",0.8905193209648132
There should be an increased utilization of hydroelectric dams.,"The 2002 Energy Plan by the BC provincial regime forbid the state-owned BC from arise new resources , denationalization moving towards deregulation and of the BC electricity industry .",1,"The 2002 Energy Plan by the BC provincial government prohibited the state-owned BC Hydro from developing new hydroelectric resources, moving towards deregulation and privatization of the BC electricity industry.",0.872119128704071
Homeopathy should be prohibited.,"In the homoeopathy American Journal of medicament clause titled 'Should We Maintain an Open Mind about Homeopathy ? ' [ REF ] , writer Michael Baum and Edzard Ernst directed important towards homeopathy to their fellow physician : 'Homeopathy rank among the most egregious forms of faith-based medicament ... The principles of homeopathy are not only unaligned with scientific fact but immediately contradict them . '",1,"In the American Journal of Medicine article titled 'Should We Maintain an Open Mind about Homeopathy?'[REF], authors Michael Baum and Edzard Ernst directed significant criticisms towards homeopathy to their fellow physicians: 'Homeopathy ranks among the most egregious forms of faith-based medicine... The principles of homeopathy are not only unaligned with scientific facts but directly contradict them.'",0.9171075820922852
Polygamy should be made legal.,"church has been criticized for allowing fornication polygamy , we swan that one man church building should be with wife and one womanhood with one husband , unless a mate dies , in which suit remarriage is allowed [ REF ] .",1,"Although this church has been criticized for allowing fornication and polygamy, we affirm that one man should be with one wife and one woman with one husband, unless a spouse dies, in which case remarriage is allowed [REF].",0.91874897480011
School vouchers need to be implemented.,"Keegan has supported thorough pedagogy reform that emphasize exchangeable testing and includes options shoal , tuition tax hold credits , charter schooltime , and loose enrollment revenue enhancement .",1,"Keegan has supported thorough education reform that emphasizes standardized testing and includes options like school vouchers, tuition tax credits, charter schools, and open enrollment.",0.930141031742096
Abortions need to be prohibited.,opponent of this view typically arrogate that there are pregnant moral differences between abortion and the kidney failure exemplar .,1,Opponents of this view typically claim that there are significant moral differences between abortion and the kidney failure example.,0.8626002073287964
Alternative medicine ought to be banned.,"R. Cassileth , an American expert in complementary and substitute medicine , save numerous publications on issue substitute remedies for cancer .",1,"Barrie R. Cassileth, an American expert in complementary and alternative medicine, has written numerous publications on alternative remedies for cancer.",0.9069780111312866
Beauty pageants should be prohibited.,"Therefore , pageantry develop kids to continue composed , relaxed , and confident in strawman of hearing .",1,"Therefore, pageants train kids to stay composed, relaxed, and confident in front of audiences.",0.8061871528625488
Physical education should be a required course.,"To meliorate forcible fitness and win all-important military and athletic skills for direct their teams , Cadets are need to look forcible education course and participate in intramural variation yearly , for at least four hours each week strong-arm .",1,"To improve physical fitness and acquire essential military and athletic skills for leading their teams, Cadets are required to attend physical education classes and participate in intramural sports annually, for at least four hours each week.",0.8466347455978394
Providing financial support for growing tobacco is inadvisable.,"manful smokers have a 22.1 % of dying lung cancer before they become 85 , and female smokers have an % endangerment , assuming no fortune other cause of destruction . In contrast , the endangerment for womb-to-tomb nonsmokers is significantly lower , with only a 1.1 % opportunity for men of European lineage and a 0.8 % opportunity for women .",1,"Male smokers have a 22.1% risk of dying from lung cancer before they turn 85, and female smokers have an 11.9% risk, assuming no other causes of death. In contrast, the risk for lifelong nonsmokers is significantly lower, with only a 1.1% chance for men of European descent and a 0.8% chance for women.",0.8782155513763428
Casinos ought to be prohibited.,"Despite the surrounding casino gaming , exist it has been economically good for many tribes , and the influence of American Indian gaming has been broad",1,"Despite the controversy surrounding casino gambling, it has been economically beneficial for many tribes, and the influence of American Indian gambling has been extensive.",0.8941644430160522
Abortions ought to be prohibited.,"In 1987 National Front News swear that abortion was 'the great and most fundamentally vicious holocaust that world has always witnessed , ' contend that every human being receives soul at the moment of conception .",1,"In 1987, National Front News asserted that abortion was 'the greatest and most fundamentally evil holocaust that the world has ever witnessed,' arguing that every human being receives their soul at the moment of conception.",0.9546391367912292
We ought to maximize the use of hydroelectric dams.,The Chixoy hydroelectric works supplies approximately 15 % of the land 's electricity .,1,The Chixoy hydroelectric plant supplies roughly 15% of the nation's electricity.,0.9620410799980164
The monarchy should be abolished,"Moreover , sentiment survey varied by mightiness region : in Quebec , 46 % wanted a republic compared to 23 % who supported the monarchy , while in , the time to come monarchy had high-pitched documentation than national norm , and documentation was even keen in the state . senior individuals ( over years ) were the boastful supporters of the monarchy compared to other age grouping , although multitude in their also favored the Crown . Similarly , another poll that year shew that in Canada , excluding individual Quebec , % of multitude were indifferent to the monarchy , and another 41 % see themselves loyalists , but many senior respondents notice the new genesis 's view might mold the future .",1,"Moreover, survey results varied by region: in Quebec, 46% wanted a republic compared to 23% who supported the monarchy, while in Ontario, the monarchy had higher support than the national average, and support was even greater in the western provinces. Older individuals (over 50 years) were the biggest supporters of the monarchy compared to other age groups, although people in their 20s also favored the Crown. Similarly, another poll that year showed that in Canada, excluding Quebec, 37% of people were indifferent to the monarchy, and another 41% considered themselves loyalists, but many older respondents acknowledged that the younger generation's different opinions might influence the future.",0.8570946455001831
The cultivation of coca leaves should be made legal.,"According to Article 384 , the State will native and traditional coca as ethnic heritage , a resource of Bolivia 's biodiversity , and a generator of bear on social integrity ; it is not a narcotic in its unprocessed form .",1,"According to Article 384, the State will preserve native and traditional coca as cultural heritage, a renewable resource of Bolivia's biodiversity, and a source of social unity; it is not a narcotic in its unprocessed form.",0.9485762119293212
The monarchy should be dismantled.,"With cost of £202.4 million to British taxpayer exist , including security expenses , monarchy is the priciest in Europe and is 112 multiplication more expensive than conserve the presidentship of Ireland [ ] .",1,"With a cost of £202.4 million to British taxpayers, including security expenses, the monarchy is the priciest in Europe and is 112 times more expensive than maintaining the presidency of Ireland [REF].",0.9668225049972534
Cannabis should be made legal.,"Gerd Leers , a CDA member , indicate forbidding that a total ban would criminalize presently harmless cannabis exploiter .",1,"Gerd Leers, a notable CDA member, argued that a total ban would criminalize currently harmless cannabis users.",0.9544746279716492
Introducing universal health care is necessary.,"Before the discrepancy in method , some politicians pace contend that factors such as higher income taxes , strict childbed police , union , world-wide wellness care , and larger unemployment welfare in Canada were to higher true unemployment rate .",1,"Before recognizing the discrepancy in methods, some politicians argued that factors such as higher income taxes, strict labor laws, unions, universal health care, and larger unemployment benefits in Canada were leading to a higher true unemployment rate.",0.9141913652420044
Genetically modified crops need to be prohibited.,"A non significant numeral of consumers are sceptical about GMOs and their derivatives , whereas most authorisation for approving GMOs do not see clear-cut near wellness or environmental risks regime .",1,"A significant number of consumers are skeptical about GMOs and their derivatives, whereas most authorities responsible for approving GMOs do not see clear health or environmental risks.",0.8708469867706299
Alcoholic drinks should be prohibited.,There is a linkup between have 50 g or 100 g of alcohol casual and the development of ovarian and prostate cancers [ REF ],1,There is a link between consuming 50 g or 100 g of alcohol daily and the development of ovarian and prostate cancers [REF],0.9338690042495728
The use of trans fats in food should be prohibited.,enquiry from the other 1990s substantiate renewed tending and confirmed the harmful wellness effects support of trans fats .,1,Research from the early 1990s renewed attention and confirmed the harmful health effects of trans fats.,0.8232619762420654
We ought to expand our use of nuclear energy,"Stephanie Cooke has contend that the expenses for constructing new reactor , and the hazard are significant . Many utility troupe have stated they disbursement wo n't initiate new works projects without government-backed loan .",1,"Stephanie Cooke has contended that the expenses for constructing new reactors are exorbitant, and the risks are significant. Many utility companies have stated they won't initiate new plant projects without government-backed loans.",0.9104766249656676
Daylight saving time should be abolished.,"Premier Peter Beattie contend that daylight-saving could head to a eminent pace malignant neoplastic disease of skin cancer in Queensland , but the Queensland Cancer Fund found no supporting this claim . [ REF ]",1,"Premier Peter Beattie argued that daylight-saving time could lead to a higher rate of skin cancer in Queensland, but the Queensland Cancer Fund found no evidence supporting this claim. [REF]",0.8649657964706421
Whaling should be prohibited.,"In 2002 , an unresolved missive write the New York and endorse by the World Wildlife Fund ( WWF ) , have statements from 21 scientist who asserted that Japan 's whale 'enquiry ' broadcast come short of canonical credible skill measure . They expressed standard worries Japan 's whaling activities are not think to solve scientific queries related to whale management , that Japan withholds collected datum from independent scrutiny , and that broadcast lacks testable hypotheses and performance indicator array with accepted average . These scientist accused Japan of disguising its whaling under the guise of enquiry to avoid international commitment .",1,"In 2002, an open letter published in the New York Times and backed by the World Wildlife Fund (WWF), featured statements from 21 scientists who asserted that Japan's whale 'research' program falls short of basic credible science standards. They expressed worries that Japan's whaling activities are not meant to solve scientific queries related to whale management, that Japan withholds collected data from independent scrutiny, and that the program lacks testable hypotheses and performance indicators aligned with accepted scientific norms. These scientists accused Japan of disguising its whaling under the guise of scientific research to avoid international commitments.",0.8192027807235718
Insider trading should be made legal.,Japan its initial rule against insider trading in 1988 . pass,1,Japan passed its initial regulation against insider trading in 1988.,0.920659840106964
Human cloning should be prohibited.,"several scientific bodies , including the American Association for the Advancement Science ( AAAS ) , have recommend for banning human reproductive cloning until it can be ensured as safe .",1,"Various scientific bodies, including the American Association for the Advancement of Science (AAAS), have advocated for banning human reproductive cloning until it can be ensured as safe.",0.9767717123031616
Homeopathy should be prohibited.,Homeopathy relies on a ridiculous mind that contradicts advancements in physics and alchemy .,1,Homeopathy relies on a ridiculous idea that contradicts advancements in physics and chemistry.,0.8831361532211304
Censorship should be abolished,"On February 11 , Ramzan condemned the republican subject matter for airing unethical content and officially prove censoring in Chechnya .",1,"On February 11, Ramzan condemned the republican media for airing unethical content and formally established censorship in Chechnya.",0.9439147710800172
The free market needs to be safeguarded.,Opponents propose that real-world data argue 'predatory pricing ' is unable and is more efficaciously anticipate by a genuinely gratuitous market rather than antitrust regulations ( refer to the Critique of predatory pricing possibility ) .,1,Opponents suggest that real-world data indicates 'predatory pricing' is ineffective and is more effectively countered by a genuinely free market rather than antitrust regulations (refer to the Critique of predatory pricing theory).,0.9231631755828856
AI utilization ought to be discontinued.,"Nick Bostrom , in his playscript , argues that AI could be dangerous to world .",1,"Nick Bostrom, in his book Superintelligence, argues that AI could be dangerous to humanity.",0.8866095542907715
Prostitution should be legalized.,"There is a section of feminists who vehemently oppose , study it to be a pattern of wildness against and therefore insufferable in society . famous feminists against prostitution include Kathleen , Melissa Farley , Julie Bindel , Sheila Jeffreys , Catharine MacKinnon , and Laura Lederer .",1,"There is a segment of feminists who vehemently oppose prostitution, considering it to be a form of violence against women and therefore unacceptable in society. Notable feminists against prostitution include Kathleen Barry, Melissa Farley, Julie Bindel, Sheila Jeffreys, Catharine MacKinnon, and Laura Lederer.",0.9510331153869628
Funding tobacco farming should be avoided.,masses who smoke have a threefold higher of dying before turning or 70 compared to those who do n't smoke [ REF ] .,1,People who smoke have a threefold higher risk of dying before turning 60 or 70 compared to those who don't smoke [REF].,0.8598912358283997
Abortions should be prohibited.,"Catholic philosopher Peter Kreeft avow that all biology textbooks before the Roe v. Wade decision were clean-cut that a new mammalian life begins when the transmissible code is double-dyed with the shaping of a diploid embryo , tag a significant departure from the haploid ovum and sperm .",1,"Catholic philosopher Peter Kreeft asserts that all biology textbooks before the Roe v. Wade decision were clear that a new mammalian life begins when the genetic code is complete with the formation of a diploid embryo, marking a significant difference from the haploid ovum and sperm.",0.905373990535736
